,words,vectors,cluster,cluster_value,closeness_score,sentiment_coeff
10,think,"[ 0.12357032 -0.02533054  0.14174552 -0.1651624  -0.13880946 -0.11875036
 -0.06644671  0.09062948 -0.06757282 -0.14386849  0.1434883  -0.06756651
  0.15019512 -0.08430088  0.06952824  0.08481823  0.0432336  -0.05426631
  0.0493134  -0.1460442  -0.04660273 -0.04192879  0.13056004 -0.06066846
 -0.11593688  0.07533891 -0.01001589 -0.06674787  0.11613541  0.06733202
 -0.06644628  0.01780333  0.15931943  0.13473976  0.10688903  0.08532342
  0.03853744 -0.03574872 -0.11277335 -0.00871104 -0.0272111  -0.00878437
 -0.10984858  0.1296612  -0.11258942 -0.12507792 -0.05081776 -0.02869751
 -0.13244575  0.01434001 -0.08818045 -0.02657111 -0.13037202  0.0358236
  0.05874381  0.00060057 -0.09388672 -0.02979195  0.11833771  0.06780846
 -0.15529422 -0.05737346  0.03769892  0.03724755 -0.1707189   0.08065229
 -0.14838187 -0.1277699   0.05852611 -0.0566604   0.06019735  0.15299843
 -0.06122953  0.16251644  0.03204542  0.17191543  0.10061453 -0.15946756
 -0.05945696  0.11425979  0.09733107  0.15066695  0.12034139  0.14461803
 -0.17402332  0.07780965 -0.09001146  0.06284712  0.10872381  0.07571667
  0.13361512  0.02957091 -0.02405509  0.10095749 -0.09465279  0.00541733
  0.1643469  -0.09837275  0.06347106 -0.14136189]",[1],-1,1.0121105313340772,-1.0121105313340772
11,even,"[ 0.17545424  0.15258253  0.02828358  0.09380227  0.02771077 -0.12301102
 -0.01937657  0.12455225 -0.08596434 -0.07330482  0.08601732  0.04181562
 -0.0324782  -0.04847393  0.1109924  -0.10540032 -0.05508916 -0.1261794
 -0.07701759 -0.15907724 -0.07600503 -0.14408888  0.03439942 -0.15420029
 -0.18101634 -0.14752297 -0.12672693  0.11153798  0.06046199  0.00611201
 -0.05236454 -0.12417803  0.00984516  0.00712781 -0.00526624  0.02306262
  0.00621703 -0.00753477 -0.14836597 -0.11029761 -0.15560623 -0.01983707
  0.03171238  0.13488467 -0.0342692  -0.03820271  0.1653092  -0.00173351
 -0.04104176  0.16061004  0.05834903 -0.10678253  0.1155632   0.08546122
 -0.12365099 -0.00554482  0.01586766  0.10581825 -0.04022119 -0.04294029
  0.02920651  0.02084376  0.01267111 -0.04659572 -0.1199876   0.13589574
  0.1441901   0.15397929 -0.15758938  0.05503745 -0.06897153  0.16785736
  0.05580712  0.08260982  0.04889032  0.12390809 -0.10350958  0.14379267
 -0.04852455 -0.08410212 -0.04026591  0.17533985 -0.12537013 -0.0317013
  0.11934039  0.00166357 -0.11612856 -0.11561109  0.1660861   0.11181287
  0.09098817 -0.05073678 -0.16946593  0.07160628  0.13633971 -0.09476699
 -0.14012781 -0.05945861 -0.09799617 -0.04124069]",[1],-1,1.0282957124495005,-1.0282957124495005
12,many,"[-3.1996030e-02 -8.2277678e-02  1.6518672e-01 -1.5406781e-01
  7.6935798e-02  8.3956107e-02 -1.5474040e-02  1.6197518e-01
  1.6243644e-01 -9.1108173e-02 -1.0871334e-01 -1.2037340e-01
 -1.3079348e-01 -4.8615176e-02 -9.1556735e-02 -1.4365393e-01
  1.7454270e-02  3.6996022e-02  1.0711835e-01 -4.9583692e-02
 -6.9032751e-02  2.9742891e-02  1.5771968e-02  1.3814710e-01
 -4.5344236e-06  1.2317526e-01 -1.4426483e-01  1.3062491e-01
 -4.0642399e-02  1.4456342e-01 -1.2697011e-01  4.2341802e-02
  1.8152811e-02  1.9424405e-03 -9.5557019e-02 -1.4656448e-01
 -1.2999247e-01 -1.4335202e-01  2.6811225e-02  1.8294821e-03
 -3.1135745e-02  1.2401314e-01 -4.2909093e-02 -2.1374095e-02
 -1.4453223e-01 -1.6431893e-01  1.4482117e-01 -1.0216007e-01
 -1.0501939e-01  9.2161827e-02  1.2727603e-01 -1.2588607e-01
  1.0569199e-02 -9.7915657e-02  3.4004293e-02 -7.1806967e-02
 -5.5582650e-02  3.4949046e-02  1.3308975e-01  1.2039082e-01
 -1.6602752e-01 -8.7864757e-02  1.2297588e-01  3.4838732e-02
 -8.6388931e-02  1.4100720e-02  1.6735829e-01 -1.6191579e-02
 -1.6303132e-01  3.6139283e-02  9.9757306e-02  9.9650539e-02
  7.1567744e-02 -9.7333312e-02 -1.1036895e-03  4.6577086e-03
  7.6676756e-02 -1.3544634e-01 -1.3852194e-01  3.8234985e-03
 -1.4888273e-01  9.5787071e-02 -1.0310066e-02  1.7917687e-01
 -9.6145056e-02 -9.4987836e-04  1.2657526e-01 -6.7073300e-02
 -7.6422222e-02  2.4163045e-02  5.2059259e-02 -3.3028673e-02
  1.0512488e-01 -1.2385764e-01  6.7304537e-02  1.8294154e-02
  1.4720082e-01  9.3501590e-02  1.0466193e-01  1.3213904e-01]",[0],1,1.0021483277102723,1.0021483277102723
13,would,"[-0.1603601   0.1642269  -0.12653822 -0.04456772 -0.08174797 -0.08745518
 -0.13206047 -0.12506412 -0.07766984 -0.02200243 -0.08699291  0.09978795
 -0.15850149 -0.08774053  0.16023329  0.11548936  0.13052447  0.06516049
  0.00767533 -0.10157549  0.10194585  0.04961746  0.1346092   0.10733441
  0.13267174  0.14524527 -0.16815081 -0.11768615  0.01715868  0.10730033
  0.12558743  0.09898599  0.12794448 -0.08560283  0.10473435 -0.06425896
 -0.15623066  0.1495674   0.01964338 -0.04958515 -0.0432074  -0.06927581
  0.07995209  0.07491675 -0.04275123 -0.12218747 -0.06301589 -0.00814619
  0.10216525 -0.0466358   0.00583616  0.00870708 -0.11918055  0.03796744
 -0.02098185  0.04722625  0.08307121 -0.02191632 -0.05214734  0.13400455
  0.08319616  0.11624911  0.07158657  0.14715189  0.11773938 -0.01391443
  0.15113291  0.07830936  0.08972304 -0.01928584 -0.037535   -0.07642105
 -0.14130932  0.05080868  0.15342112  0.1534293  -0.03171178  0.10284851
  0.06036862 -0.07294563  0.03304233 -0.09086109  0.13473944  0.09621564
  0.04862664  0.07184561  0.14288938  0.12315461 -0.00990321 -0.12076362
  0.14336978  0.12557031  0.02713986 -0.02012871 -0.09396215 -0.07209526
  0.1463935  -0.05740683 -0.11219401  0.16505218]",[0],1,1.013993238693487,1.013993238693487
14,one,"[ 0.12866265  0.15852506  0.02093098 -0.14001341  0.14276375 -0.06728281
  0.09904165  0.07900183  0.16235879 -0.15662415  0.15727147 -0.16026552
 -0.11543284 -0.15056829 -0.09161752  0.12171984  0.15702975 -0.06336553
  0.06221969 -0.06294733  0.13616332  0.10310949  0.00366668 -0.0604288
 -0.12442549  0.08249407  0.02305345 -0.04873126  0.12811211 -0.0685703
 -0.15499024 -0.03054306  0.00147182 -0.11169705 -0.09890652 -0.13977964
  0.15048684  0.12112287 -0.00453093  0.12181503  0.13085105 -0.010323
  0.11182336  0.0630438   0.08665308  0.12576307 -0.08264112 -0.03713357
  0.01641005  0.0731486   0.06333867  0.07811948  0.07620793 -0.13861562
 -0.04878168 -0.12363454  0.16358897  0.08630028 -0.00118622  0.07470565
 -0.13299608 -0.10398275  0.04476947  0.11195786  0.05934617  0.10434193
 -0.02761363 -0.05689736  0.00432621 -0.04857842 -0.09700652 -0.13720165
  0.11242767 -0.02040555 -0.0276309  -0.12759279  0.15687586  0.01464462
  0.02846584  0.03785644 -0.12710477  0.02849863  0.04770498 -0.13924856
  0.07952062  0.0443852   0.12309613  0.08286786 -0.04651285 -0.12217103
  0.12346327  0.03445807  0.08587583  0.11020815  0.03626404 -0.10073654
  0.00436609  0.13631159 -0.10990249  0.1593877 ]",[1],-1,0.9892709342338373,-0.9892709342338373
15,also,"[-0.11313876  0.07430686  0.04005843  0.11875544 -0.07624514 -0.08032237
 -0.08792514  0.06162707 -0.07488453  0.13515055 -0.0714805  -0.15162386
 -0.07512659  0.10426226 -0.09619015 -0.08467767 -0.11217327  0.08359759
  0.05202942  0.04078662 -0.04605431  0.10423742 -0.08772489 -0.03162935
 -0.09768653 -0.01323468 -0.03698762  0.12253557 -0.00732368 -0.13739684
 -0.08370937 -0.09852208  0.04225966  0.15106912 -0.1016508   0.14151114
  0.12800775 -0.11976951 -0.14399911  0.14299777  0.13081741 -0.07064828
 -0.1090985   0.12517461  0.06254225  0.1329097  -0.12608498 -0.15438524
  0.0285062  -0.15151541 -0.06437509 -0.06647566  0.15019284  0.14146483
 -0.04143134  0.0939075   0.13284083 -0.03567521  0.139966    0.12140652
  0.03024939 -0.05373431 -0.09015876 -0.04744897  0.11065542 -0.09227616
 -0.03846731  0.14822951  0.05203902  0.10507582 -0.13336378 -0.02031485
  0.09153017 -0.07428571  0.12466571  0.15174295 -0.0074803  -0.03076621
 -0.01249862 -0.09299786 -0.13550974 -0.0238881  -0.0428761   0.07955205
 -0.11474865  0.09256383 -0.11145477 -0.12241022  0.1438936   0.13647401
 -0.04759055  0.06265228 -0.09438361 -0.1355459  -0.07673296  0.1152243
  0.104715    0.14202718  0.09930853  0.10734833]",[0],1,1.0144942794556262,1.0144942794556262
16,life,"[ 0.02156616 -0.15514459  0.07829467 -0.00777618  0.10241821  0.02209571
 -0.04419567  0.13358177  0.02301945  0.00182874 -0.07920255 -0.1408736
 -0.12282643  0.14041732 -0.14118603  0.14472039 -0.14714746 -0.01390933
 -0.02971054 -0.1478027   0.1433162   0.11617205  0.05556903  0.0777522
 -0.00179952  0.1532398   0.11150864 -0.16938734 -0.07887504 -0.02184532
  0.04964199 -0.06031583  0.02443927 -0.12603211  0.03702631  0.08352711
  0.07269534 -0.05834109 -0.1409498  -0.1537158  -0.01267237 -0.11536656
 -0.11131949  0.10032655  0.11935675  0.03620292 -0.13273007 -0.09594763
  0.13173196  0.0662189  -0.07373158 -0.12976538  0.01006549  0.06039036
  0.03642813  0.05088172 -0.08986462 -0.15959099 -0.1208128   0.00981875
  0.0729116   0.07710805  0.02200438  0.08488391 -0.01279436  0.06997396
 -0.1431049   0.12648372  0.09714379  0.0898266   0.11142892  0.13101566
  0.01436359 -0.03064608  0.0122515  -0.14690451  0.13568991 -0.10288034
  0.13263775 -0.07008789  0.00882478 -0.14934364 -0.15710835 -0.11799453
 -0.13031891  0.01190895 -0.12027731 -0.07822932 -0.07760917 -0.0714911
  0.11850862  0.08552191  0.13752773  0.11915911 -0.08519691  0.12418642
 -0.14818604 -0.04735402 -0.13396806  0.06847909]",[1],-1,1.006502806659435,-1.006502806659435
17,good,"[ 0.03261943  0.11913967  0.05307066 -0.11155739  0.12933274 -0.10380459
  0.15546738  0.05680814 -0.06851124 -0.07604904 -0.07722868 -0.10587358
  0.156408   -0.04168256  0.12958531 -0.15998797  0.03745686 -0.03053309
  0.12428097 -0.15245129  0.12617083 -0.0750979  -0.09015288 -0.09090757
 -0.0594639  -0.05523846 -0.05479947 -0.13302863  0.00470961 -0.01179279
 -0.0255548   0.07095275 -0.123995   -0.05242884  0.0770395   0.14789896
 -0.1665639   0.11082713  0.08349562 -0.06689135  0.14133862 -0.14671363
  0.11779443  0.0885067   0.02644619 -0.08060484 -0.07284199 -0.05895295
  0.02983604  0.0309314   0.13345574  0.15246035  0.14172657 -0.06388757
  0.16309157 -0.00902986  0.08077612  0.04223877 -0.01999241  0.06600993
 -0.0892837  -0.08892999 -0.13369681  0.03149331  0.09437717  0.01780886
  0.02663665  0.05304929  0.13174382 -0.11913011  0.03122965 -0.12860532
  0.06296176  0.15491933  0.12790403  0.10994207  0.13140827  0.10758439
  0.10964711  0.1418706  -0.08488164  0.14982961  0.07977287 -0.0268773
  0.13482645  0.08937149  0.15527245  0.04612796  0.16846415  0.01621253
  0.15521841  0.06741885  0.10506278 -0.05482225  0.11868913  0.12568755
 -0.03285392 -0.03732361  0.0497447  -0.11646045]",[1],-1,1.0218406659387973,-1.0218406659387973
18,time,"[ 0.16284068 -0.16089727 -0.103842    0.0468615   0.11072405 -0.09551457
  0.04972448  0.16085342 -0.1156428  -0.10179384 -0.08662833 -0.06699666
  0.03294732  0.16443513  0.1107918   0.00480596  0.04383454  0.13293415
  0.15284972  0.09107708  0.10324716 -0.12188205 -0.05783071 -0.09505531
  0.10214923 -0.03629876 -0.1500584   0.12180246  0.13515183 -0.05611974
  0.15428452 -0.00253139 -0.06075337 -0.0054403  -0.00465612 -0.05218857
  0.04172306  0.09103207  0.11147069 -0.1528921  -0.03671576 -0.09037472
  0.12498045  0.10896299 -0.07001291  0.04043332 -0.10389572  0.00087881
  0.16051511 -0.04090921 -0.07545929 -0.13427424 -0.05105741 -0.01039486
  0.06345343  0.16514337 -0.05378756  0.03258377  0.15453337  0.03194267
  0.01401991  0.16888842  0.14965048  0.13112888 -0.11506937  0.17128953
  0.10267634  0.15328492 -0.03385885  0.06224519  0.11056792 -0.07012893
  0.11337693  0.04117419  0.16166285 -0.04830411 -0.05197346  0.10483585
 -0.15486646 -0.12249341 -0.11190492 -0.0136876  -0.04311069  0.12315198
  0.1492333  -0.00852636  0.02009096  0.03456842 -0.02699346 -0.13656099
  0.13093816 -0.06581629  0.07480536  0.1561623   0.05607311  0.05904902
  0.07037788 -0.05131674  0.05511875  0.00554715]",[0],1,0.9932944594646894,0.9932944594646894
19,mars,"[ 0.10003812  0.09846389  0.03264533  0.10327367 -0.1582841   0.11201578
  0.1658478  -0.06889183  0.02612249 -0.09151793  0.01617305  0.04556387
  0.14626385  0.0113665   0.04636095  0.02299745  0.14948139 -0.10585821
 -0.10923687 -0.06682085 -0.0375703   0.09208316 -0.13941862 -0.04927753
 -0.14630055  0.09218509 -0.04608407 -0.16604461  0.06717515  0.1574174
 -0.05296906 -0.09741572  0.05434041 -0.00786034 -0.17953125  0.15372953
 -0.13387872 -0.09151948 -0.04920571 -0.09781483  0.03088057  0.17302711
  0.07927712  0.14359774 -0.00599445  0.01318654 -0.05032167 -0.15574196
  0.06242417  0.03918939 -0.15971558 -0.09394524 -0.17390364 -0.0986798
  0.07375375  0.15190873  0.07265621  0.04253965  0.13921565 -0.01605196
 -0.02625163 -0.15152471 -0.00831706 -0.04335461 -0.00082     0.13159184
 -0.12065955 -0.06923004 -0.11761568 -0.05866022 -0.06180913  0.03381836
  0.05964604 -0.08960206 -0.07725819  0.02347739  0.095047    0.09419094
 -0.05404006 -0.07473374 -0.10088874 -0.0098898   0.03195396  0.03225144
  0.12730244 -0.04551981 -0.00283266 -0.09770218 -0.018353   -0.13747826
 -0.01320021  0.02657597 -0.15218405  0.15720633 -0.15879895 -0.1670153
 -0.1482816   0.12554912  0.09195248  0.1636311 ]",[1],-1,1.0057784391057831,-1.0057784391057831
20,like,"[ 0.04823697  0.01957424 -0.0461177   0.18085004  0.05377886  0.07336357
 -0.02129502  0.02227873  0.12488268 -0.01460536  0.06315467 -0.015823
  0.10211033  0.07281604  0.05195232 -0.10247739 -0.08786129  0.0773686
 -0.11423364 -0.0058916  -0.00916786  0.07033238 -0.15721472  0.16896513
 -0.02911858 -0.10147508  0.0768314  -0.03971546 -0.15458402 -0.08682257
 -0.00682624 -0.1649474   0.00858809  0.04736661 -0.06739419  0.05409074
  0.04300955  0.18642437  0.02690428  0.03538256  0.05155014 -0.03823457
 -0.16723277  0.15345973 -0.03562678 -0.18418965 -0.12768628 -0.07662542
  0.07727329  0.09827982  0.12524825 -0.1373998   0.01126372 -0.05079137
 -0.09631676  0.13449928  0.07723465 -0.0590203  -0.16360591 -0.09433582
 -0.01462385  0.15224408  0.11155397 -0.1622055  -0.19067644  0.14040606
 -0.04109764 -0.07073833  0.10906039 -0.10743017  0.09384988 -0.00837676
 -0.13049552 -0.00763373  0.12496416  0.18152776  0.04345053  0.09620741
 -0.09632552 -0.01777045 -0.10315978  0.02267996 -0.03498896 -0.06395847
 -0.13846858  0.18901616  0.05308074 -0.04437938 -0.0760154   0.14686483
 -0.12103238  0.06322006  0.01335178  0.16189465  0.1363255  -0.05144743
  0.05029647 -0.03558495 -0.18843529 -0.04904388]",[1],-1,1.0162073647372205,-1.0162073647372205
21,great,"[ 0.02526557  0.12193464  0.1876393   0.16665004 -0.14229111  0.11020504
 -0.09851266 -0.00725635  0.00439649  0.12088501  0.07399625  0.07658618
  0.1760944   0.0102156  -0.10556948 -0.11649484  0.1214036  -0.10632436
 -0.05177228  0.06824818 -0.03516613 -0.10062343 -0.03384412  0.02037651
  0.03700497  0.11287613 -0.09675575  0.04518978  0.12211259  0.03791763
  0.09979979 -0.07584295  0.11239112 -0.136876    0.0540828  -0.15828894
 -0.05499531 -0.1759826  -0.03527319 -0.10198559 -0.07149855  0.02497032
  0.05176626 -0.02712891 -0.14345345 -0.10383907  0.01169852 -0.0752374
 -0.16847748 -0.00953914  0.13603863  0.09461433 -0.18488991  0.06093568
 -0.10428729 -0.16470617  0.00737772 -0.00625762 -0.13767111 -0.10680889
 -0.04890037  0.13464677 -0.14458658  0.14112565 -0.02298184  0.02660429
  0.17743738  0.08537714 -0.06758504  0.07471024  0.05626829  0.10907006
  0.0026414  -0.08287262  0.02832965 -0.09211952  0.02493374  0.09034371
  0.08907226  0.1665293  -0.13982484 -0.10138029  0.11358948  0.03522514
 -0.12590343  0.02718099  0.042873   -0.0438014  -0.08086654  0.08961426
  0.18050213 -0.126174   -0.00639644 -0.04153901 -0.10751045 -0.01543654
 -0.09493499  0.15770505 -0.11515474  0.06941699]",[0],1,1.0340847766358539,1.0340847766358539
22,starship,"[-0.00399375  0.07825914  0.04290732  0.17187217  0.01397687 -0.10338563
 -0.01179504  0.04609937 -0.06252308 -0.13524905 -0.10225881 -0.12302433
  0.11185994  0.07000364  0.14512755  0.10892984 -0.10063209  0.03256746
  0.14421068  0.02225053  0.05917894  0.11058939 -0.14243755  0.15752593
  0.11463505  0.1486133  -0.14547664  0.09610215  0.10212547 -0.02593897
 -0.10760707  0.10608844 -0.11943386 -0.09121423  0.04853838  0.15028796
  0.1410942  -0.08588631 -0.16460519  0.16067652  0.10789713 -0.06395243
 -0.1459904  -0.08072454 -0.06238017 -0.05215169  0.01036242 -0.00985684
 -0.04953096 -0.09798696  0.18137018 -0.09650896 -0.13081217  0.13838689
  0.04832337  0.15028863 -0.0726506  -0.11859258  0.00402902 -0.01215858
 -0.16599782 -0.02085451  0.04270385  0.11280458  0.10045857  0.06151064
 -0.06962503 -0.03185432 -0.07067382  0.1078791  -0.11690548  0.02957714
 -0.02069862 -0.10246579 -0.11933244  0.10693052 -0.14432769 -0.01098813
  0.0442826   0.13066167 -0.12925948  0.05476143  0.16598944 -0.10923682
 -0.06651517  0.09904964  0.08432617  0.0293463   0.14781204  0.01172133
  0.03874064 -0.01613258 -0.14536406  0.0629098   0.04440844 -0.13971053
 -0.00951891 -0.00630589 -0.01345004  0.15228271]",[0],1,1.0268596036181636,1.0268596036181636
23,spacex,"[-4.12429050e-02 -9.16358158e-02  1.30843207e-01 -1.18098877e-01
 -1.42555952e-01 -3.67280170e-02 -1.28620148e-01  1.57356746e-02
  2.63602119e-02 -3.95599902e-02 -1.10794917e-01 -1.11609688e-02
 -1.57547928e-02  6.01499081e-02  1.38706595e-01  9.27539021e-02
  1.42893970e-01 -1.60248846e-01  1.53280720e-01 -4.27859128e-02
  1.46228567e-01  4.88149449e-02  6.79246709e-02 -1.57736823e-01
 -1.57699600e-01  1.47968173e-01 -5.20024225e-02  3.47953215e-02
  9.48930383e-02 -6.26212964e-03  1.61656290e-01 -6.42288290e-03
 -1.60403505e-01 -1.17229402e-01 -2.60068532e-02 -1.31971255e-01
  1.13320097e-01  5.00169583e-02 -1.47637352e-01  1.33611128e-01
  1.47194311e-01  9.94948447e-02  1.12897940e-01 -1.56047970e-01
  1.20623223e-02 -1.47299796e-01 -6.66455403e-02 -8.37258704e-04
 -7.19954725e-04  2.81370170e-02  6.97950870e-02  2.21748110e-02
  8.30052793e-02  1.27414107e-01 -9.38080773e-02  1.32511407e-01
  1.03144258e-01  1.62521616e-01  6.56532049e-02 -4.54599857e-02
 -6.37675449e-02 -2.74344673e-03 -3.68005335e-02  1.61929235e-01
  3.00476258e-03  7.09223896e-02  6.31836578e-02 -1.42453074e-01
  1.07947074e-01  1.42835140e-01 -3.45802717e-02  3.24026830e-02
 -1.03278033e-01 -1.00605503e-01  1.39562070e-01 -4.70005013e-02
  1.10268243e-01  2.65513603e-02 -3.58133093e-02  5.01117557e-02
 -6.78623542e-02 -3.05361748e-02  1.88873783e-02  8.97747353e-02
 -2.89385635e-02  2.19597928e-02 -1.35494336e-01  1.58551037e-01
 -1.33688301e-01  1.12420633e-01  7.08874092e-02 -1.06117576e-01
 -9.01076645e-02 -1.27144307e-01 -7.51649812e-02  1.25925198e-01
  1.59774870e-01  2.77857613e-02 -3.10268406e-05  1.57434180e-01]",[0],1,1.021801590494024,1.021801590494024
24,get,"[-0.08087309 -0.01854411  0.05468058 -0.10439853 -0.1583628  -0.15592337
  0.14966209  0.09215317 -0.07911433 -0.13706641  0.02054765  0.04265704
 -0.01978326  0.02107993 -0.06914708  0.07838167  0.02494174  0.14079592
 -0.16251935 -0.08776109 -0.14690861 -0.00236681 -0.12464765  0.08231784
 -0.10657753 -0.09736324  0.08296844 -0.1371855   0.01960363 -0.12002959
  0.16088748  0.14549786  0.02843082  0.09475432  0.06999163 -0.09467386
  0.15492767 -0.16253665  0.12997103  0.04534128 -0.04980097 -0.05666227
  0.14876714 -0.08829232  0.13518572 -0.09775274  0.13582852 -0.01069321
  0.1320451  -0.05061327  0.10510029  0.1394819   0.04083258  0.02389388
  0.08397277  0.13066757  0.14192595  0.14060776  0.11224659  0.13426465
  0.13822027  0.0010752  -0.02196356  0.02812989 -0.00553194  0.0146662
 -0.13777338 -0.15768953 -0.03894421  0.14848432 -0.0627669  -0.11770305
  0.08083     0.01574913  0.0322518   0.06348122  0.05570242  0.09440939
  0.01817955  0.0124212   0.14694996  0.04589727 -0.07941066  0.11082782
  0.08338026  0.04984238 -0.052614    0.05513262  0.10765248  0.1165071
  0.01829647 -0.13602084  0.00158225  0.00758468  0.06668775 -0.15202783
  0.16110426 -0.11607821  0.0894666  -0.15441854]",[1],-1,1.007946712723003,-1.007946712723003
25,back,"[ 0.16801323  0.13035294  0.02653407 -0.05770383 -0.00575724  0.0030292
 -0.10775873  0.10598247  0.03848505  0.06601562 -0.12903705  0.14519805
  0.01043    -0.00215728 -0.15604712  0.0677591   0.11950193  0.12121637
 -0.11289882 -0.13851745 -0.09317352 -0.00613379 -0.13906352 -0.143146
 -0.03437211  0.02039417 -0.16719428 -0.06960914  0.00595606  0.11790401
  0.0323004  -0.00512239 -0.13021392 -0.11667973 -0.01820908  0.13550802
  0.09158451 -0.02999208  0.01781213 -0.17060557 -0.02399403 -0.07813109
  0.10098958 -0.04035849 -0.08029719 -0.16291724 -0.02311464 -0.12803014
 -0.02739809 -0.06913231 -0.03254296 -0.06340288 -0.14495286 -0.01872862
  0.03152359 -0.06843039 -0.13076961 -0.06239526 -0.16416645 -0.00885269
  0.10105168 -0.04800426  0.05117992  0.0852651   0.13905542  0.10147966
  0.16947958 -0.16739936 -0.14019808 -0.11251076 -0.13319764 -0.14050664
 -0.13339205 -0.05123717  0.02722984 -0.04676465 -0.15272433  0.08628888
  0.01245741  0.07842956  0.12366137  0.13117188 -0.0153955   0.06941922
 -0.09344793  0.03816959  0.07542229  0.172518   -0.0508247   0.04815953
 -0.0970131  -0.03278111  0.13940746 -0.06586767 -0.0150513  -0.15660281
 -0.1638012   0.15036553 -0.1045319   0.08844137]",[0],1,1.0103635855645166,1.0103635855645166
26,love,"[-0.12356988 -0.04165238 -0.13922246  0.13273501  0.11023694  0.09033664
  0.15233815 -0.00841035 -0.16652654  0.16247669 -0.09038102  0.13703763
  0.09848583 -0.01812225 -0.13496654 -0.02816653  0.11227993 -0.12755784
  0.02532146 -0.14341833  0.15590505 -0.04713325  0.1709482  -0.10153733
 -0.17274271 -0.15327837 -0.07408978  0.07899693 -0.00824648  0.16324298
  0.05568344  0.07054529  0.05319834  0.14315893 -0.04627701  0.13513902
 -0.17237014  0.04872602 -0.01386052  0.0050234   0.12167608 -0.04837349
 -0.04254722 -0.0015127  -0.00681542 -0.06258992  0.10871725 -0.11828976
  0.14151329  0.00057678  0.05108494  0.05295435 -0.0069      0.03149606
 -0.05511954  0.08532767  0.00544105 -0.05764372 -0.15923129 -0.17436616
  0.00517841 -0.09898195 -0.02293815 -0.07441059 -0.15895037  0.01967202
  0.10714607 -0.03839225 -0.12848943  0.05889773 -0.00834944 -0.09948223
 -0.01796982 -0.01123366 -0.05444334 -0.1757405   0.13693881  0.06637599
 -0.04614772  0.1294827   0.00781866  0.12680516 -0.02859636  0.13703325
 -0.00383962 -0.10536649 -0.08537395  0.17193627  0.01404476  0.01862081
  0.15289469 -0.1079451  -0.03285132 -0.14439811 -0.11494948 -0.1484224
  0.06961821  0.04616976  0.09656058  0.04544795]",[1],-1,1.0106888974529054,-1.0106888974529054
27,free_speech,"[ 0.03741517  0.10842351 -0.02329895  0.05588619  0.15201178 -0.00703541
  0.11998179 -0.09469442  0.10640664  0.08053004  0.07592109 -0.17997414
 -0.00302489  0.06078484 -0.09459314 -0.12082874  0.11836504 -0.13839342
 -0.09098551  0.13013127 -0.11105587  0.16135289  0.02855349  0.07431617
 -0.05499318 -0.09089664 -0.1592356  -0.02840896 -0.10376769 -0.05495943
  0.14332497 -0.10866465 -0.11007016 -0.09084755 -0.13356246 -0.13447955
 -0.03265496  0.14594965  0.12975973 -0.09996925 -0.14077784 -0.03096441
 -0.15684001 -0.08574536 -0.09319091  0.05755289 -0.13909656  0.01261308
  0.04065861  0.09732846 -0.00700561 -0.18905134  0.08035928 -0.0933357
  0.09153859  0.03705629  0.15645236  0.0268692  -0.05115544  0.12301055
 -0.12501353 -0.13246167  0.04781788 -0.04347928 -0.09815153 -0.02284694
 -0.15768808  0.00653939 -0.02329936 -0.03774982  0.03325116  0.07116415
  0.11220244 -0.13881369 -0.0727329  -0.14055224 -0.14963944 -0.06339619
 -0.03006552 -0.14058852 -0.09802671 -0.04023242  0.10132833  0.04499516
  0.12942156 -0.12725025 -0.08452273 -0.01064199  0.16524847  0.01307896
  0.03780457  0.03711789  0.04261194 -0.15178986  0.07234515  0.10968555
  0.09250536  0.06231952 -0.15674673 -0.06777773]",[0],1,1.0051156765262073,1.0051156765262073
28,new,"[ 0.13680452 -0.00426424 -0.15320514  0.08193234 -0.09899435  0.10324778
  0.0943618  -0.07383087  0.03745033  0.08811723 -0.06073369 -0.03306185
  0.15432519  0.15223178 -0.15031008  0.12424341  0.16739778 -0.05660419
  0.04023601 -0.05019758  0.14933561  0.00193023  0.10014229  0.15164661
  0.06520744 -0.11289216 -0.03123441  0.00498864  0.02299499  0.04568863
  0.1556419   0.08306054  0.16339053 -0.14054279 -0.10344328  0.04118421
  0.05129281 -0.02393364 -0.11777451 -0.05632019 -0.14081769  0.15926246
  0.06235223 -0.12849596  0.05526928  0.07171111 -0.09733746 -0.10046078
  0.02214973  0.1503155  -0.14640674 -0.01380051 -0.11570952 -0.00906626
  0.05546395 -0.08436485 -0.04378871  0.01206531 -0.11333311  0.12793054
  0.06690519 -0.1353586  -0.04658973  0.05284024 -0.15259804 -0.10980842
 -0.13216047 -0.0903361   0.14649037  0.12239895  0.03946994 -0.14871822
  0.09747557  0.07265568  0.00837172 -0.1377055  -0.03435698  0.00498214
 -0.13107522  0.03525259  0.00370217 -0.11530751 -0.13985175  0.10938308
 -0.14225776 -0.08448282  0.08745104 -0.00977456 -0.0421716  -0.08847509
 -0.01402651  0.09245914 -0.10087267 -0.07676484 -0.07485542 -0.07287751
 -0.12760557 -0.16844572  0.11353584  0.13283539]",[0],1,1.009056074567803,1.009056074567803
